OBJECTID,Station Type,County,Division,Region,Country,Lifesaving Area,Lifesaving Region,URL,Station,SAP_ID,Lat (DecDeg),(Long (DecDeg),x,y
38,ILB,Argyll and Bute,Central & Shetland,Scotland,SCT,SC5,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/tighnabruaich-lifeboat-station,Tighnabruaich,2180,55.9067344700001,-5.23264121999995,-582494.956114288,7539871.4861312
39,ALB,Argyll and Bute,Highlands,Scotland,SCT,SC5,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/oban-lifeboat-station,Oban,2194,56.4110298200001,-5.47961902999998,-609988.40016073,7640679.01608383
40,ALB,Argyll and Bute,Highlands,Scotland,SCT,SC5,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/tobermory-lifeboat-station,Tobermory,2200,56.62326813,-6.06437778999998,-675083.447560836,7683504.60351999
41,ALB,Inverness,Highlands,Scotland,SCT,SC5,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/mallaig-lifeboat-station,Mallaig,2201,57.0062866200001,-5.82900905999998,-648882.320388576,7761403.71202094
42,ALB,Western Isles,Central & Shetland,Scotland,SCT,SC6,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/barra-island-lifeboat-station,Barra Island,2223,56.9541244500001,-7.48712396999997,-833462.82784651,7750747.88333877
43,ILB,Ross and Cromarty,Highlands,Scotland,SCT,SC6,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/kyle-of-lochalsh-lifeboat-station,Kyle of Lochalsh,2229,57.2801551800001,-5.71470403999996,-636157.943767059,7817596.84897164
44,ALB,Ross and Cromarty,Highlands,Scotland,SCT,SC6,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/portree-lifeboat-station,Portree,2234,57.4107894900001,-6.19001817999998,-689069.671798704,7844548.12791878
45,ILB,Western Isles,Highlands,Scotland,SCT,SC6,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/leverburgh-lifeboat-station,Leverburgh,2240,57.7678060000001,-7.02378299999998,-781883.947002449,7918698.18193278
46,ALB,Western Isles,Highlands,Scotland,SCT,SC6,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/stornoway-lifeboat-station,Stornoway,2255,58.21006393,-6.38903808999993,-711224.466837621,8011575.47183839
47,ALB,Sutherland,Highlands,Scotland,SCT,SC6,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/lochinver-lifeboat-station,Lochinver,2263,58.1467895500001,-5.24759721999993,-584159.85041859,7998216.85673306
48,ALB,Caithness,Highlands,Scotland,SCT,SC1,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/thurso-lifeboat-station,Thurso,2281,58.61207962,-3.54693197999995,-394842.661891972,8097010.63539232
49,ALB,Orkney,Highlands,Scotland,SCT,SC1,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/longhope-lifeboat-station,Longhope,2318,58.8005790700001,-3.20692395999993,-356993.14223994,8137408.64251758
50,ALB,Orkney,Highlands,Scotland,SCT,SC1,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/stromness-lifeboat-station,Stromness,2336,58.96333694,-3.29768991999993,-367097.162688503,8172466.80783648
51,ALB,Shetland,Central & Shetland,Scotland,SCT,SC1,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/aith-lifeboat-station,Aith,2354,60.2863082900001,-1.37521397999996,-153088.119985386,8463758.99877745
52,ALB,Shetland,Central & Shetland,Scotland,SCT,SC1,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/lerwick-lifeboat-station,Lerwick,2372,60.1532402,-1.14059304999995,-126970.237528341,8433934.44089683
53,ALB,Orkney,Highlands,Scotland,SCT,SC1,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/kirkwall-lifeboat-station,Kirkwall,2390,58.9854278600001,-2.96036505999996,-329546.331041394,8177237.95368364
54,ALB,Caithness,Highlands,Scotland,SCT,SC1,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/wick-lifeboat-station,Wick,2401,58.43935013,-3.08292603999996,-343189.756926119,8060183.16615434
55,ALB,Ross and Cromarty,Highlands,Scotland,SCT,SC2,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/invergordon-lifeboat-station,Invergordon,2415,57.6865463300001,-4.16740703999994,-463913.629621097,7901756.95815806
56,ILB,Ross and Cromarty,Highlands,Scotland,SCT,SC2,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/kessock-lifeboat-station,Kessock,2419,57.5009422300001,-4.23466109999993,-471400.317334075,7863203.72786501
57,ILB,Inverness,Highlands,Scotland,SCT,SC2,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/loch-ness-lifeboat-station,Loch Ness,2421,57.3367271400001,-4.44443606999994,-494752.360175651,7829256.49122519
58,ALB,Banffshire,Highlands,Scotland,SCT,SC2,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/buckie-lifeboat-station,Buckie,2423,57.6808662400001,-2.95271205999995,-328694.402978353,7900574.17970806
59,ILB,Banffshire,Highlands,Scotland,SCT,SC2,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/macduff-lifeboat-station,Macduff,2434,57.67272568,-2.49433397999996,-277667.988521955,7898879.37494422
60,ALB,Aberdeenshire,Highlands,Scotland,SCT,SC2,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/fraserburgh-lifeboat-station,Fraserburgh,2445,57.6935463,-2.00281095999998,-222951.896222385,7903214.8333468
61,ALB,Aberdeenshire,Highlands,Scotland,SCT,SC2,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/peterhead-lifeboat-station,Peterhead,2467,57.5030822800001,-1.77463304999998,-197551.247470911,7863647.13487044
62,ALB,City of Aberdeen,Central & Shetland,Scotland,SCT,SC2,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/aberdeen-lifeboat-station,Aberdeen,2489,57.1440467800001,-2.08042907999993,-231592.305817111,7789617.75307687
63,ILB,Kincardineshire,Central & Shetland,Scotland,SCT,SC2,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/stonehaven-lifeboat-station,Stonehaven,2502,56.9610727,-2.20272729999994,-245206.481392435,7752166.42918495
64,ALB,Angus,Central & Shetland,Scotland,SCT,SC3,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/montrose-lifeboat-station,Montrose,2524,56.7068,-2.47209999999995,-275192.913190047,7700425.75932129
65,ALB,Angus,Central & Shetland,Scotland,SCT,SC3,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/arbroath-lifeboat-station,Arbroath,2546,56.5553016700001,-2.58483910999996,-287742.973507734,7669764.16082374
66,ALB,City of Dundee,Central & Shetland,Scotland,SCT,SC3,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/broughty-ferry-lifeboat-station,Broughty Ferry,2568,56.4649772600001,-2.87730907999997,-320300.58164046,7651541.85896419
67,ALB,Fife,Central & Shetland,Scotland,SCT,SC3,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/anstruther-lifeboat-station,Anstruther,2580,56.22143936,-2.69738506999994,-300271.532465772,7602624.85743871
68,ILB,Fife,Central & Shetland,Scotland,SCT,SC3,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/kinghorn-lifeboat-station,Kinghorn,2611,56.0686035200001,-3.17407297999995,-353336.187874283,7572084.81582286
69,ILB,City of Edinburgh,Central & Shetland,Scotland,SCT,SC3,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/queensferry-lifeboat-station,Queensferry,2633,55.99063492,-3.38525890999995,-376845.298064586,7556551.55937984
70,ILB,East Lothian,Central & Shetland,Scotland,SCT,SC3,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/north-berwick-lifeboat-station,North Berwick,2655,56.06032944,-2.71764397999993,-302526.744010998,7570434.92727801
71,ALB,East Lothian,Central & Shetland,Scotland,SCT,SC3,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/dunbar-lifeboat-station,Dunbar,2677,56.0050392200001,-2.51494407999996,-279962.294359154,7559418.88766356
72,ALB,Berwickshire,Central & Shetland,Scotland,SCT,SC3,Scotland,https://rnli.org/find-my-nearest/lifeboat-stations/eyemouth-lifeboat-station,Eyemouth,2702,55.8721771200001,-2.08611487999997,-232225.246177867,7533011.70351579
73,ALB,Northumberland,North & Scot South,NorthAndEast,ENG,NE1,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/berwick-upon-tweed-lifeboat-station,Berwick-Upon-Tweed,3029,55.7609481800001,-2.00026797999993,-222668.812983682,7510973.64057866
74,ALB,Northumberland,North & Scot South,NorthAndEast,ENG,NE1,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/seahouses-lifeboat-station,Seahouses,3047,55.5828857400001,-1.65403198999996,-184125.998882581,7475824.18730134
75,ILB,Northumberland,North & Scot South,NorthAndEast,ENG,NE1,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/craster-lifeboat-station,Craster,3065,55.4726219200001,-1.59415995999996,-177461.07499022,7454138.01922325
76,ALB,Northumberland,North & Scot South,NorthAndEast,ENG,NE1,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/amble-lifeboat-station,Amble,3083,55.33644867,-1.58167695999992,-176071.473786645,7427439.66222811
77,ILB,Northumberland,North & Scot South,NorthAndEast,ENG,NE1,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/newbiggin-lifeboat-station,Newbiggin,3101,55.1859245300001,-1.50658905999995,-167712.726993911,7398034.20917258
78,ILB,Northumberland,North & Scot South,NorthAndEast,ENG,NE1,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/blyth-lifeboat-station,Blyth,3120,55.12559128,-1.49804901999994,-166762.054089756,7386279.07122823
79,ILB,Tyne & Wear,North & Scot South,NorthAndEast,ENG,NE1,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/cullercoats-lifeboat-station,Cullercoats,3148,55.0355072,-1.43205296999997,-159415.407409392,7368760.38833733
80,ALB,Tyne & Wear,North & Scot South,NorthAndEast,ENG,NE1,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/tynemouth-lifeboat-station,Tynemouth,3156,55.0091667200001,-1.43289804999995,-159509.481284669,7363645.38977689
81,ILB,Tyne & Wear,North & Scot South,NorthAndEast,ENG,NE1,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/sunderland-lifeboat-station,Sunderland,3167,54.9204864500001,-1.36443995999997,-151888.761565191,7346449.42185014
82,ALB,Durham,North & Scot South,NorthAndEast,ENG,NE1,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/hartlepool-lifeboat-station,Hartlepool,3210,54.69483948,-1.19103800999994,-132585.744788628,7302864.51144568
83,ILB,North Yorkshire,North & Scot South,NorthAndEast,ENG,NE2,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/redcar-lifeboat-station,Redcar,3231,54.61857224,-1.06369995999995,-118410.53790402,7288187.91200181
84,ILB,North Yorkshire,North & Scot South,NorthAndEast,ENG,NE2,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/staithes-and-runswick-lifeboat-station,Staithes and Runswick,3249,54.5597877500001,-0.791769029999955,-88139.3252454791,7276894.39357812
85,ALB,North Yorkshire,North & Scot South,NorthAndEast,ENG,NE2,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/whitby-lifeboat-station,Whitby,3276,54.48812866,-0.613077999999973,-68247.5307765556,7263149.43898215
86,ALB,North Yorkshire,North & Scot South,NorthAndEast,ENG,NE2,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/scarborough-lifeboat-station,Scarborough,3298,54.2834129300001,-0.393093999999962,-43759.0239138869,7224015.08140654
87,ILB,North Yorkshire,North & Scot South,NorthAndEast,ENG,NE2,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/filey-lifeboat-station,Filey,3319,54.2113266000001,-0.283385989999942,-31546.3841047413,7210281.04796008
88,ILB,East Riding of Yorkshire,East,NorthAndEast,ENG,NE2,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/flamborough-lifeboat-station,Flamborough,3337,54.1047287000001,-0.118976999999973,-13244.4590561083,7190015.65913148
89,ALB,East Riding of Yorkshire,East,NorthAndEast,ENG,NE2,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/bridlington-lifeboat-station,Bridlington,3355,54.078491,-0.197905999999932,-22030.7951449261,7185035.58666939
90,ILB,East Riding of Yorkshire,East,NorthAndEast,ENG,NE2,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/withernsea-lifeboat-station,Withernsea,3361,53.7260665900001,0.0407480000000646,4536.0466108515,7118446.34217739
91,ALB,East Riding of Yorkshire,East,NorthAndEast,ENG,NE2,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/humber-lifeboat-station,Humber,3373,53.58114806,-0.0662370689999534,-7373.47679271374,7091226.47561936
92,ILB,Lincolnshire,East,NorthAndEast,ENG,NE2,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/cleethorpes-lifeboat-station,Cleethorpes,3384,53.5569686900001,-0.0232959999999593,-2593.29885751558,7086693.98505079
93,ILB,Lincolnshire,East,NorthAndEast,ENG,NE3,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/mablethorpe-lifeboat-station,Mablethorpe,3402,53.3407974200001,0.265903000000037,29600.186560408,7046286.70207075
94,ALB,Lincolnshire,East,NorthAndEast,ENG,NE3,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/skegness-lifeboat-station,Skegness,3424,53.1418037400001,0.346756010000036,38600.7024627112,7009270.96985091
95,ILB,Norfolk,East,NorthAndEast,ENG,NE3,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/hunstanton-lifeboat-station,Hunstanton,3435,52.9540634200001,0.502681020000068,55958.195177851,6974505.41248706
96,ALB,Norfolk,East,NorthAndEast,ENG,NE3,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/wells-lifeboat-station,Wells,3446,52.97297668,0.851764980000041,94818.0438491474,6978000.90104944
97,ILB,Norfolk,East,NorthAndEast,ENG,NE3,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/sheringham-lifeboat-station,Sheringham,3468,52.9459610000001,1.20262694000007,133875.818575081,6973008.41670358
98,ALB,Norfolk,East,NorthAndEast,ENG,NE3,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/cromer-lifeboat-station,Cromer,3507,52.93429947,1.30163300000004,144897.122759725,6970854.33506912
99,ILB,Norfolk,East,NorthAndEast,ENG,NE3,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/happisburgh-lifeboat-station,Happisburgh,3531,52.8132981700001,1.55619732000002,173235.09323626,6948537.52833877
100,ALB,Norfolk,East,NorthAndEast,ENG,NE4,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/great-yarmouth-and-gorleston-lifeboat-station,Great Yarmouth and Gorleston,3553,52.5752182000001,1.73191798000005,192796.22762932,6904808.07756114
101,ALB,Suffolk,East,NorthAndEast,ENG,NE4,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/lowestoft-lifeboat-station,Lowestoft,3575,52.4716720600001,1.75298703000004,195141.623546818,6885863.28069484
102,ILB,Suffolk,East,NorthAndEast,ENG,NE4,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/southwold-lifeboat-station,Southwold,3597,52.3149604800001,1.67246699000003,186178.173695363,6857275.92792293
103,ALB,Suffolk,East,NorthAndEast,ENG,NE4,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/aldeburgh-lifeboat-station,Aldeburgh,3624,52.15307999,1.60275900000005,178418.315744342,6827851.74754808
104,ALB,Essex,East,NorthAndEast,ENG,NE4,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/harwich-lifeboat-station,Harwich,3646,51.9485969500001,1.28712201000008,143281.766742023,6790836.45472313
105,ALB,Essex,East,NorthAndEast,ENG,NE4,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/walton-and-frinton-lifeboat-station,Walton and Frinton,3668,51.8472595200001,1.27116501000006,141505.441627433,6772554.99391385
106,ILB,Essex,East,NorthAndEast,ENG,NE4,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/clacton-on-sea-lifeboat-station,Clacton-on-Sea,3708,51.7815284700001,1.14126897000006,127045.48059857,6760718.98760554
107,ILB,Essex,East,NorthAndEast,ENG,NE4,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/west-mersea-lifeboat-station,West Mersea,3710,51.7803154000001,0.898768010000026,100050.397214487,6760500.71562247
108,ILB,Essex,South East,NorthAndEast,ENG,NE4,North&East,https://rnli.org/find-my-nearest/lifeboat-stations/burnham-on-crouch-lifeboat-station,Burnham-on-Crouch,4500,51.6291847200001,0.802529990000039,89337.2298331353,6733353.01245581
109,ILB,Essex,South East,South East,ENG,SE1,South East,https://rnli.org/find-my-nearest/lifeboat-stations/southend-on-sea-lifeboat-station,Southend-on-Sea,4522,51.53242493,0.716346030000068,79743.2752913906,6716019.44726903
110,ILB,Kent,South East,South East,ENG,SE1,South East,https://rnli.org/find-my-nearest/lifeboat-stations/gravesend-lifeboat-station,Gravesend,4530,51.4452705400001,0.374554010000054,41695.1616677847,6700438.10618003
111,ILB,Greater London,South East,South East,ENG,SE1,South East,https://rnli.org/find-my-nearest/lifeboat-stations/tower-lifeboat-station,Tower,4533,51.5099678,-0.117367999999942,-13065.3459954185,6712001.74296969
112,ILB,Greater London,South East,South East,ENG,SE1,South East,https://rnli.org/find-my-nearest/lifeboat-stations/chiswick-lifeboat-station,Chiswick,4536,51.4821357700001,-0.251577999999938,-28005.5348547833,6707025.18663145
113,ILB,Greater London,South East,South East,ENG,SE1,South East,https://rnli.org/find-my-nearest/lifeboat-stations/teddington-lifeboat-station,Teddington,4539,51.4308548000001,-0.325718999999935,-36258.8732216871,6697863.74765158
114,ALB,Kent,South East,South East,ENG,SE1,South East,https://rnli.org/find-my-nearest/lifeboat-stations/sheerness-lifeboat-station,Sheerness,4544,51.4456040000001,0.74455800000004,82883.8174260627,6700497.6649827
115,ILB,Kent,South East,South East,ENG,SE2,South East,https://rnli.org/find-my-nearest/lifeboat-stations/whitstable-lifeboat-station,Whitstable,4566,51.3625602700001,1.02577102000004,114188.307616901,6685678.75715703
116,ILB,Kent,South East,South East,ENG,SE2,South East,https://rnli.org/find-my-nearest/lifeboat-stations/margate-lifeboat-station,Margate,4588,51.39163971,1.38274801000006,153926.804368619,6690864.83626002
117,ALB,Kent,South East,South East,ENG,SE2,South East,https://rnli.org/find-my-nearest/lifeboat-stations/ramsgate-lifeboat-station,Ramsgate,4608,51.3289871200001,1.41979504000005,158050.860883621,6679695.35549262
118,ILB,Kent,South East,South East,ENG,SE2,South East,https://rnli.org/find-my-nearest/lifeboat-stations/walmer-lifeboat-station,Walmer,4626,51.2135353100001,1.40303695000006,156185.358838154,6659152.92173767
119,ALB,Kent,South East,South East,ENG,SE2,South East,https://rnli.org/find-my-nearest/lifeboat-stations/dover-lifeboat-station,Dover,5113,51.1182556200001,1.31068301000005,145904.5652646,6642238.49062146
120,ILB,Kent,South East,South East,ENG,SE2,South East,https://rnli.org/find-my-nearest/lifeboat-stations/littlestone-on-sea-lifeboat-station,Littlestone-on-Sea,5135,50.97462082,0.965587020000044,107488.655382999,6616805.66686303
121,ALB,Kent,South East,South East,ENG,SE2,South East,https://rnli.org/find-my-nearest/lifeboat-stations/dungeness-lifeboat-station,Dungeness,5146,50.9264793400001,0.976473990000045,108700.587339681,6608299.05856264
122,ILB,East Sussex,South East,South East,ENG,SE3,South East,https://rnli.org/find-my-nearest/lifeboat-stations/rye-harbour-lifeboat-station,Rye Harbour,5167,50.9384727500001,0.764048990000049,85053.5445079204,6610417.4723938
123,ALB,East Sussex,South East,South East,ENG,SE3,South East,https://rnli.org/find-my-nearest/lifeboat-stations/hastings-lifeboat-station,Hastings,5189,50.8550796500001,0.591717010000025,65869.6362469211,6595698.91501788
124,ALB,East Sussex,South East,South East,ENG,SE3,South East,https://rnli.org/find-my-nearest/lifeboat-stations/eastbourne-lifeboat-station,Eastbourne,5211,50.7911186200001,0.328049000000021,36518.247635245,6584427.86688396
125,ALB,East Sussex,South East,South East,ENG,SE3,South East,https://rnli.org/find-my-nearest/lifeboat-stations/newhaven-lifeboat-station,Newhaven,5233,50.78853989,0.0537220000000502,5980.30568440183,6583973.77330386
126,ILB,East Sussex,South East,South East,ENG,SE3,South East,https://rnli.org/find-my-nearest/lifeboat-stations/brighton-lifeboat-station,Brighton,5255,50.8106577400001,-0.10384178299995,-11559.6144066201,6587869.36281574
127,ALB,West Sussex,South East,South East,ENG,SE3,South East,https://rnli.org/find-my-nearest/lifeboat-stations/shoreham-harbour-lifeboat-station,Shoreham Harbour,5277,50.8303680400001,-0.248950999999977,-27713.0985524737,6591342.46813736
128,ILB,West Sussex,South East,South East,ENG,SE5,South East,https://rnli.org/find-my-nearest/lifeboat-stations/littlehampton-lifeboat-station,Littlehampton,5299,50.80802155,-0.544544999999971,-60618.4721140199,6587404.95713745
129,ALB,West Sussex,South East,South East,ENG,SE5,South East,https://rnli.org/find-my-nearest/lifeboat-stations/selsey-lifeboat-station,Selsey,5315,50.7282040000001,-0.779939999999954,-86822.5236493006,6573356.25048246
130,ILB,Hampshire,Channel,South East,ENG,SE5,South East,https://rnli.org/find-my-nearest/lifeboat-stations/hayling-island-lifeboat-station,Hayling Island,5320,50.78171158,-0.936767999999972,-104280.53675143,6582771.48388383
131,ILB,Hampshire,Channel,South East,ENG,SE4,South East,https://rnli.org/find-my-nearest/lifeboat-stations/portsmouth-lifeboat-station,Portsmouth,5337,50.795372,-1.02986299999998,-114643.824746831,6585176.90757803
132,ILB,Hampshire,Channel,South East,ENG,SE4,South East,https://rnli.org/find-my-nearest/lifeboat-stations/calshot-lifeboat-station,Calshot,5343,50.8202476500001,-1.30833994999995,-145643.737018491,6589558.99504517
133,ILB,Hampshire,Central,South East,ENG,SE4,South East,https://rnli.org/find-my-nearest/lifeboat-stations/lymington-lifeboat-station,Lymington,5359,50.7538108800001,-1.52921902999998,-170231.883730981,6577860.71309376
134,ALB,Isle of Wight,Channel,South East,ENG,SE4,South East,https://rnli.org/find-my-nearest/lifeboat-stations/bembridge-lifeboat-station,Bembridge,5471,50.68859482,-1.07243704999996,-119383.146313836,6566393.51414227
135,ILB,Isle of Wight,Channel,South East,ENG,SE4,South East,https://rnli.org/find-my-nearest/lifeboat-stations/cowes-lifeboat-station,Cowes,5485,50.76473236,-1.29828595999993,-144524.531971249,6579782.64167925
136,ALB,Isle of Wight,Channel,South East,ENG,SE4,South East,https://rnli.org/find-my-nearest/lifeboat-stations/yarmouth-lifeboat-station,Yarmouth (IOW),5492,50.70615387,-1.50047504999998,-167032.118514009,6569479.42214575
137,ILB,Dorset,Channel,South East,ENG,SE5,South East,https://rnli.org/find-my-nearest/lifeboat-stations/mudeford-lifeboat-station,Mudeford,6506,50.7242851300001,-1.74226605999996,-193948.170625599,6572667.10600009
138,ILB,Dorset,Channel,South East,ENG,SE5,South East,https://rnli.org/find-my-nearest/lifeboat-stations/poole-lifeboat-station,Poole,6515,50.71268845,-1.99197494999993,-221745.637106949,6570628.13428135
139,ALB,Dorset,Channel,South East,ENG,SE5,South East,https://rnli.org/find-my-nearest/lifeboat-stations/swanage-lifeboat-station,Swanage,6522,50.6072921800001,-1.94666003999993,-216701.204400405,6552120.04889545
140,ALB,Dorset,Channel,South West,ENG,SW2,South West,https://rnli.org/find-my-nearest/lifeboat-stations/weymouth-lifeboat-station,Weymouth,6544,50.60724258,-2.45015811999997,-272750.354281401,6552111.34866848
141,ILB,Dorset,Central,South West,ENG,SW2,South West,https://rnli.org/find-my-nearest/lifeboat-stations/lyme-regis-lifeboat-station,Lyme Regis,6565,50.72043991,-2.93901705999997,-327169.882551941,6571990.96910184
142,ALB,Devon,Channel,South West,ENG,SW2,South West,https://rnli.org/find-my-nearest/lifeboat-stations/exmouth-lifeboat-station,Exmouth,6586,50.61104584,-3.39897608999996,-378372.287557308,6552778.49675716
143,ILB,Devon,Channel,South West,ENG,SW2,South West,https://rnli.org/find-my-nearest/lifeboat-stations/teignmouth-lifeboat-station,Teignmouth,6598,50.5421638500001,-3.49782609999994,-389376.220335415,6540703.92253136
144,ALB,Devon,Channel,South West,ENG,SW2,South West,https://rnli.org/find-my-nearest/lifeboat-stations/torbay-lifeboat-station,Torbay,6609,50.3991546600001,-3.50548600999997,-390228.917616141,6515691.51906208
145,ILB,Devon,Channel,South West,ENG,SW2,South West,https://rnli.org/find-my-nearest/lifeboat-stations/dart-lifeboat-station,Dart,6613,50.3547439600001,-3.57801603999997,-398302.923622961,6507939.41930529
146,ALB,Devon,South West,South West,ENG,SW2,South West,https://rnli.org/find-my-nearest/lifeboat-stations/salcombe-lifeboat-station,Salcombe,6617,50.23866272,-3.76665806999995,-419302.458344769,6487711.07135249
147,ALB,Channel Isles,Channel,South West,CHI,SW1,South West,https://rnli.org/find-my-nearest/lifeboat-stations/st-peter-port-lifeboat-station,St Peter Port,6625,49.4579658500001,-2.52986192999992,-281622.94182488,6352928.91455859
148,ILB,Channel Isles,Channel,South West,CHI,SW1,South West,https://rnli.org/find-my-nearest/lifeboat-stations/st-catherine-lifeboat-station,St Catherine,6643,49.2179336500001,-2.03017210999997,-225997.725507902,6311921.40347849
149,ALB,Channel Isles,Channel,South West,CHI,SW1,South West,https://rnli.org/find-my-nearest/lifeboat-stations/st-helier-lifeboat-station,St Helier,6661,49.1806716900001,-2.11303400999998,-235221.870022067,6305573.38786322
150,ALB,Channel Isles,Channel,South West,CHI,SW1,South West,https://rnli.org/find-my-nearest/lifeboat-stations/alderney-lifeboat-station,Alderney,6678,49.7240982100001,-2.20012998999994,-244917.350165803,6398630.90846798
151,ALB,Devon,South West,South West,ENG,SW2,South West,https://rnli.org/find-my-nearest/lifeboat-stations/plymouth-lifeboat-station,Plymouth,6716,50.3630409200001,-4.15038203999995,-462018.415290343,6509387.14216509
152,ILB,Cornwall,South West,South West,ENG,SW3,South West,https://rnli.org/find-my-nearest/lifeboat-stations/looe-lifeboat-station,Looe,6725,50.3519706700001,-4.45314979999995,-495722.368162162,6507455.56892856
153,ALB,Cornwall,South West,South West,ENG,SW3,South West,https://rnli.org/find-my-nearest/lifeboat-stations/fowey-lifeboat-station,Fowey,6738,50.33872604,-4.63234281999996,-515670.043902273,6505145.19443226
154,ALB,Cornwall,South West,South West,ENG,SW4,South West,https://rnli.org/find-my-nearest/lifeboat-stations/falmouth-lifeboat-station,Falmouth,6750,50.15130615,-5.05911397999995,-563177.992118726,6472520.75166458
155,ALB,Cornwall,South West,South West,ENG,SW4,South West,https://rnli.org/find-my-nearest/lifeboat-stations/the-lizard-lifeboat-station,The Lizard,6794,49.96951183,-5.18704500999996,-577419.209234987,6440997.50026236
156,ALB,Cornwall,South West,South West,ENG,SW4,South West,https://rnli.org/find-my-nearest/lifeboat-stations/penlee-lifeboat-station,Penlee,6816,50.10393143,-5.54872321999994,-617681.043403207,6464294.42684697
157,ALB,Cornwall,South West,South West,ENG,SW4,South West,https://rnli.org/find-my-nearest/lifeboat-stations/st-marys-lifeboat-station,St Mary's,6835,49.9168586700001,-6.31166696999998,-702611.553157121,6431889.65794458
158,ALB,Cornwall,South West,South West,ENG,SW4,South West,https://rnli.org/find-my-nearest/lifeboat-stations/sennen-cove-lifeboat-station,Sennen Cove,7601,50.0779304500001,-5.70370101999993,-634933.093183467,6459782.97650884
