OBJECTID,Equipment_ID,Equipment_Name,Current_Location,Current_Lat,Current_Long,Allocated_Location,Allocated_Lat,Allocated_Long,ON_Number,Lifeboat_Number,MMSI,Class,Launch_Method,Product_ID,Model_ID,On_Service_Date,x,y
1166,OB02018848,B-Class A85 Irene Cornford,Leverburgh ILB,57.767806,-7.023783,NULL,NULL,NULL,,B-895,232003026,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/09/2016,-7.02378299999998,57.7678060000001
1167,OB02014019,D-Class ILB Jack and Edith May,Little and Broad Haven ILB D,51.77315521,-5.107149124,Little and Broad Haven ILB D,51.77315521,-5.107149124,,D-766,235102819,D-Class,IB1 variant,IB1,MK2IB1,01/03/2014,-5.10714912399993,51.77315521
1168,OB02018835,B-Class A85 Renee Sherman,Littlehampton ILB B,50.80802155,-0.544544995,Littlehampton ILB B,50.80802155,-0.544544995,,B-891,235116557,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2016,-0.544544994999967,50.80802155
1169,OB02015417,D-Class ILB Ray of Hope,Littlehampton ILB D,50.80802155,-0.544544995,Littlehampton ILB D,50.80802155,-0.544544995,,D-769,235103259,D-Class,IB1 variant,IB1,MK2IB1,25/06/2014,-0.544544994999967,50.80802155
1170,OB02034042,B-Class A85 Jean McIvor,Littlestone-on-Sea ILB B,50.97462082,0.96558702,Littlestone-on-Sea ILB B,50.97462082,0.96558702,,B-922,232023287,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,10/07/2019,0.965587020000044,50.97462082
1171,OB02001080,ON1325 Shannon ALB William F Yates,Llandudno ALB,53.3228833,-3.80225,Llandudno ALB,53.3228833,-3.80225,ON1325,13-18,235109056,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,11/01/2017,-3.80224999999996,53.3228833000001
1172,OB02023337,D-Class ILB Dr Barbara Saunderson,Llandudno ILB D,53.3228833,-3.80225,Llandudno ILB D,53.3228833,-3.80225,,D-793,235114935,D-Class,IB1 variant,IB1,MK2IB1,06/04/2016,-3.80224999999996,53.3228833000001
1173,OB02027867,B-Class A85 Sheila & Dennis Tongue IV,Loch Ness ILB B,57.33672714,-4.444436073,Loch Ness ILB B,57.33672714,-4.444436073,,B-902,232010165,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,29/06/2017,-4.44443607299996,57.3367271400001
1174,OB02002973,ON1271 Severn ALB Julian and Margaret Leonard,Lochinver ALB,58.14678955,-5.247597218,Lochinver ALB,58.14678955,-5.247597218,ON1271,17-40,235007797,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,05/10/2003,-5.24759721799995,58.1467895500001
1175,OB02002102,Y-Class Avon / ILC MK1 3-5M,Lochinver ALB,58.14678955,-5.247597218,NULL,NULL,NULL,,Y-176,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1999,-5.24759721799995,58.1467895500001
1176,OB02003668,Y-Class Avon / ILC MK1 3-5M,Longhope ALB,58.80057907,-3.206923962,NULL,NULL,NULL,,Y-200,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/2004,-3.20692396199996,58.8005790700001
1177,OB02003817,ON1284 Tamar ALB Helen Comrie,Longhope ALB,58.80057907,-3.206923962,Longhope ALB,58.80057907,-3.206923962,ON1284,16-05,235030387,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,14/10/2006,-3.20692396199996,58.8005790700001
1178,OB02018847,B-Class A85 Sheila and Dennis Tongue II,Looe ILB B,50.35197067,-4.453149796,Looe ILB B,50.35197067,-4.453149796,,B-894,232003011,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,01/08/2016,-4.45314979599993,50.3519706700001
1179,OB02043941,D-Class ILB Ollie Naismith II,Looe ILB D,50.35197067,-4.453149796,Looe ILB D,50.35197067,-4.453149796,,D-872,232040671,D-Class,IB1 variant,IB1,MK2IB1,16/02/2022,-4.45314979599993,50.3519706700001
1180,OB02029924,B-Class A85 Jean Spier,Lough Derg ILB B,52.9260788,-8.275629997,Lough Derg ILB B,52.9260788,-8.275629997,,B-911,232016611,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,25/06/2018,-8.27562999699995,52.9260788
1181,OB02034052,B-Class A85 Tara Scougall,Lough Ree ILB B,53.464049,-7.928368,Lough Ree ILB B,53.464049,-7.928368,,B-920,232022749,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,12/11/2019,-7.92836799999998,53.464049
1182,OB02026483,ON1315 Shannon ALB Derek Bullivant,Lough Swilly ALB,55.127217,-7.463219,Lough Swilly ALB,55.127217,-7.463219,ON1315,13-08,235106575,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,01/04/2015,-7.46321899999998,55.127217
1183,OB02028252,Boat Sillinger 525,Lough Swilly ALB,55.127217,-7.463219,NULL,NULL,NULL,,BB-069,,Boat,Sillinger,Sillinger,Sillinger525,01/11/2018,-7.46321899999998,55.127217
1184,OB02004612,B-Class A85 Minnie and Ernest George Barry,Lough Swilly ILB B,55.14090347,-7.473427773,Lough Swilly ILB B,55.14090347,-7.473427773,,B-819,235089703,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,25/07/2007,-7.47342777299997,55.1409034700001
1185,OB02026432,ON1312 Shannon ALB Patsy Knight,Lowestoft ALB,52.47167206,1.752987027,Lowestoft ALB,52.47167206,1.752987027,ON1312,13-05,235101098,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,01/08/2014,1.75298702700007,52.4716720600001
1186,OB02006510,Y-Class Avon / ILC MK1 3-5M,Lowestoft Haven Marina,52.473963,1.718664,NULL,NULL,NULL,,Y-233,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,1.71866400000005,52.473963
1187,OB02004336,ON1286 Tamar ALB Frank and Anne Wilkinson,Lowestoft Haven Marina,52.473963,1.718664,NULL,NULL,NULL,ON1286,16-06,235030386,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,01/04/2007,1.71866400000005,52.473963
1188,OB02035437,ON1351 Shannon ALB GEORGE AND FRANCES PHELON,Lowestoft Haven Marina,52.473963,1.718664,NULL,NULL,NULL,ON1351,13-44,232026007,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,02/03/2020,1.71866400000005,52.473963
1189,OB02034184,ON1347 Shannon ALB ERIC'S LEGEND,Lowestoft Lifeboat Station,52.47167206,1.752987027,NULL,NULL,NULL,ON1347,13-40,232025977,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,31/07/2019,1.75298702700007,52.4716720600001
1190,OB02008571,B-Class A85 Spirit of Loch Fyne,Lyme Regis ILB B,50.72043991,-2.939017057,Lyme Regis ILB B,50.72043991,-2.939017057,,B-857,235090695,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,01/02/2012,-2.93901705699994,50.72043991
1191,OB02016841,B-Class A85 David Bradley,Lymington ILB B,50.75381088,-1.529219031,Lymington ILB B,50.75381088,-1.529219031,,B-882,235108808,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2015,-1.52921903099997,50.7538108800001
1192,OB02024153,ON1331 Shannon ALB Barbara Anne,Lytham St Annes ALB,53.7467,-3.0326,Lytham St Annes ALB,53.7467,-3.0326,ON1331,13-24,235113732,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/12/2017,-3.03259999999995,53.7467
1193,OB02023344,D-Class ILB Moam,Lytham St Annes ILB D,53.734968,-2.96008,Lytham St Annes ILB D,53.734968,-2.96008,,D-800,235114948,D-Class,IB1 variant,IB1,MK2IB1,12/09/2016,-2.96007999999995,53.734968
1194,OB02016848,B-Class A85 Jacqueline Saville,Mablethorpe ILB B,53.34079742,0.265902996,Mablethorpe ILB B,53.34079742,0.265902996,,B-887,235111834,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,01/01/1900,0.265902996000023,53.3407974200001
1195,OB02016862,D-Class ILB Stanley Whiteley Chadwick,Mablethorpe ILB D,53.34079742,0.265902996,Mablethorpe ILB D,53.34079742,0.265902996,,D-790,235108996,D-Class,IB1 variant,IB1,MK2IB1,01/01/1900,0.265902996000023,53.3407974200001
1196,OB02044435,B-Class A85 SKIPASUND,Macduff ILB B,57.67272568,-2.494333982,Macduff ILB B,57.67272568,-2.494333982,,B-933,232042676,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,12/05/2022,-2.49433398199994,57.67272568
1197,OB02033279,ON1344 Shannon ALB AGNES A P BARR,MacDuff Shipyards Ltd,57.672103,-2.496065,Invergordon ALB,57.68654633,-4.167407036,ON1344,13-37,232009306,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,11/03/2019,-2.49606499999993,57.672103
1198,OB02002753,ON1250 Severn ALB Henry Alston Hewat,Mallaig ALB,57.00628662,-5.829009056,Mallaig ALB,57.00628662,-5.829009056,ON1250,17-26,232004402,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/01/2001,-5.82900905599996,57.0062866200001
1199,OB02006497,Y-Class Avon / ILC MK1 3-5M,Mallaig ALB,57.00628662,-5.829009056,NULL,NULL,NULL,,Y-220,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,-5.82900905599996,57.0062866200001
1200,OB02040736,B-Class A85 Colonel Stock,Margate ILB B,51.39163971,1.382748008,Margate ILB B,51.39163971,1.382748008,,B-930,232038626,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,24/06/2021,1.38274800800002,51.39163971
1201,OB02034054,D-Class ILB ALFRED ALEXANDER STADEN,Margate ILB D,51.39163971,1.382748008,Margate ILB D,51.39163971,1.382748008,,D-841,232019622,D-Class,IB1 variant,IB1,MK2IB1,03/10/2019,1.38274800800002,51.39163971
1202,OB02002109,ON1215 Trent ALB Elizabeth and Ronald,"Marina Marketing and Management, Dun Laoghaire Marina",53.296299,-6.135366,NULL,NULL,NULL,ON1215,14-17,232002410,Trent,Afloat Boat,AfloatBoat,MK2Trent,30/06/1996,-6.13536599999998,53.296299
1203,OB02003034,XP-Class Avon MK1 Rollaway 2-81,"Marina Marketing and Management, Dun Laoghaire Marina",53.296299,-6.135366,NULL,NULL,NULL,,XP-18,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/12/2001,-6.13536599999998,53.296299
1204,OB02003109,XP-Class Avon MK1 Rollaway 2-81,"Marina Marketing and Management, Dun Laoghaire Marina",53.296299,-6.135366,NULL,NULL,NULL,,XP-25,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/04/2002,-6.13536599999998,53.296299
1205,OB02002088,ON1206 Trent ALB Douglas Aikman Smith,"Marina Marketing and Management, Dun Laoghaire Marina",53.296299,-6.135366,NULL,NULL,NULL,ON1206,14-08,232001970,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1995,-6.13536599999998,53.296299
1206,OB02047345,B-Class A85 Penny JII,Minehead ILB B,51.21402359,-3.475306034,Minehead ILB B,51.21402359,-3.475306034,,B-939,232046509,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,06/07/2023,-3.47530603399997,51.2140235900001
1207,OB02035057,D-Class ILB EXMOOR BELLE,Minehead ILB D,51.21402359,-3.475306034,Minehead ILB D,51.21402359,-3.475306034,,D-847,232019640,D-Class,IB1 variant,IB1,MK2IB1,28/01/2020,-3.47530603399997,51.2140235900001
1208,OB02006518,Y-Class Avon / ILC MK1 3-5M,Moelfre ALB,53.35466385,-4.231956959,NULL,NULL,NULL,,Y-241,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,17/10/2012,-4.23195695899994,53.3546638500001
1209,OB02005609,ON1305 Tamar ALB Kiwi,Moelfre ALB,53.35466385,-4.231956959,Moelfre ALB,53.35466385,-4.231956959,ON1305,16-25,235069217,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,19/10/2012,-4.23195695899994,53.3546638500001
1210,OB02029622,D-Class ILB ENFYS 2,Moelfre ILB D,53.35466385,-4.231956959,Moelfre ILB D,53.35466385,-4.231956959,,D-825,232012722,D-Class,IB1 variant,IB1,MK2IB1,10/05/2018,-4.23195695899994,53.3546638500001
1211,OB02026518,ON1317 Shannon ALB Ian Grant Smith,Montrose ALB,56.7068,-2.4721,Montrose ALB,56.7068,-2.4721,ON1317,13-10,235106578,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,01/09/2015,-2.47209999999995,56.7068
1212,OB02012708,D-Class ILB Nigel A Kennedy,Montrose ILB D,56.7068,-2.4721,Montrose ILB D,56.7068,-2.4721,,D-764,235102026,D-Class,IB1 variant,IB1,MK2IB1,02/12/2013,-2.47209999999995,56.7068
1213,OB02035385,D-Class ILB BRENDA RAWORTH,Morecambe ILB D,54.07511139,-2.863611937,Morecambe ILB D,54.07511139,-2.863611937,,D-855,232026433,D-Class,IB1 variant,IB1,MK2IB1,18/02/2020,-2.86361193699997,54.0751113900001
1214,OB02003453,Hovercraft IRH The Hurley Flyer,Morecambe ILB H,54.07511139,-2.863611937,Morecambe ILB H,54.07511139,-2.863611937,,H-002,232024686,Hovercraft,Griffon,Griffon,MK1470SAR,01/10/2002,-2.86361193699997,54.0751113900001
1215,OB02004191,B-Class A85 Mudeford Servant,Mudeford ILB B,50.72428513,-1.742266059,Mudeford ILB B,50.72428513,-1.742266059,,B-806,235087097,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/09/2006,-1.74226605899997,50.7242851300001
1216,OB02041493,A-Class IRB No Name,Mullacott Support Centre,51.178681,-4.125121,Wadebridge Support Centre,50.521361,-4.838817,,A-89,,A-Class,Arancia United Kingdom built,AranciaUK,MK2Lifeguard,30/09/2021,-4.12512099999998,51.178681
1217,OB02041420,Rescue Water Craft Yamaha VX1050,Mullacott Support Centre,51.178681,-4.125121,Newquay Support Centre,50.404813,-5.061982,,RWC-156,,RWC,Yamaha,Yamaha,VX1050,01/03/2022,-4.12512099999998,51.178681
1218,OB02029105,Rescue Water Craft Yamaha VX1050,Mullacott Support Centre,51.178681,-4.125121,Ballymoney Support Centre,55.064196,-6.491993,,RWC-120,,RWC,Yamaha,Yamaha,VX1050,26/03/2018,-4.12512099999998,51.178681
1219,OB02029106,Rescue Water Craft Yamaha VX1050,Mullacott Support Centre,51.178681,-4.125121,Ballymoney Support Centre,55.064196,-6.491993,,RWC-121,,RWC,Yamaha,Yamaha,VX1050,26/03/2018,-4.12512099999998,51.178681
1220,OB02029107,Rescue Water Craft Yamaha VX1050,Mullacott Support Centre,51.178681,-4.125121,Ballymoney Support Centre,55.064196,-6.491993,,RWC-122,,RWC,Yamaha,Yamaha,VX1050,26/03/2018,-4.12512099999998,51.178681
1221,OB02005929,A-Class IRB No Name,Mullacott Support Centre,51.178681,-4.125121,NULL,NULL,NULL,,A-64,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/06/2010,-4.12512099999998,51.178681
1222,OB02005121,D-Class CT Charles Blankstone,National Maritime College of Ireland,51.833084,-8.305007,NULL,NULL,NULL,,D-710C,235108873,D-Class,IB1 variant,IB1,MK2CTIB1,01/01/2010,-8.30500699999993,51.833084
1223,OB02016044,Rescue Water Craft Yamaha VX1100,National Maritime Museum,50.151489,-5.061539,NULL,NULL,NULL,,RWC-087,,RWC,Yamaha,Yamaha,VX1100,15/01/2015,-5.06153899999993,50.151489
1224,OB02039001,A-Class IRB No Name,National Maritime Museum,50.151489,-5.061539,National Maritime Museum,50.151489,-5.061539,,A-01,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,02/03/2021,-5.06153899999993,50.151489
1225,OB02006221,B-Class A85 Charles Dibdin (Civil Service No.51),New Brighton ILB B,53.43945313,-3.047274113,New Brighton ILB B,53.43945313,-3.047274113,,B-837,235108089,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,10/11/2009,-3.04727411299996,53.4394531300001
1226,OB02035441,ON1355 Shannon ALB ROY BARKER V,New Quay (Ceredigion) ALB,52.21351242,-4.357618809,New Quay (Ceredigion) ALB,52.21351242,-4.357618809,ON1355,13-48,232027359,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,02/03/2020,-4.35761880899997,52.21351242
1227,OB02046379,D-Class ILB Will Morgan,New Quay (Ceredigion) ILB D,52.21351242,-4.357618809,New Quay (Ceredigion) ILB D,52.21351242,-4.357618809,,D-886,232046437,D-Class,IB1 variant,IB1,MK2IB1,06/01/2023,-4.35761880899997,52.21351242
1228,OB02028520,ON1340 Shannon ALB BRIDIE O'SHEA,New Ross Boatyard,52.392082,-6.949678,NULL,NULL,NULL,ON1340,13-33,232009300,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/06/2019,-6.94967799999995,52.3920820000001
1229,OB02010340,B-Class A85 Richard Wake Burdon,Newbiggin ILB B,55.18592453,-1.506589055,Newbiggin ILB B,55.18592453,-1.506589055,,B-864,235095307,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,18/09/2012,-1.50658905499995,55.1859245300001
1230,OB02002130,ON1177 Mersey ALB Leonard Kent,Newcastle (Co Down) ALB,54.19796371,-5.887154102,Newcastle (Co Down) ALB,54.19796371,-5.887154102,ON1177,12-20,232002280,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,01/01/1991,-5.88715410199995,54.1979637100001
1231,OB02016397,D-Class ILB Eliza,Newcastle (Co Down) ILB D,54.19796371,-5.887154102,Newcastle (Co Down) ILB D,54.19796371,-5.887154102,,D-775,235107675,D-Class,IB1 variant,IB1,MK2IB1,20/11/2014,-5.88715410199995,54.1979637100001
1232,OB02003222,ON1278 Severn ALB The Duke of Kent,Newhaven ALB,50.78853989,0.053722002,NULL,NULL,NULL,ON1278,17-45,235013842,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,14/02/2005,0.0537220020000291,50.78853989
1233,OB02002113,Y-Class Avon / ILC MK1 3-5M,Newhaven ALB,50.78853989,0.053722002,NULL,NULL,NULL,,Y-180,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1999,0.0537220020000291,50.78853989
1234,OB02016071,D-Class ILB Arthur Hamilton,Newhaven ILB D,50.78853989,0.053722002,Newhaven ILB D,50.78853989,0.053722002,,D-774,235107673,D-Class,IB1 variant,IB1,MK2IB1,01/10/2014,0.0537220020000291,50.78853989
1235,OB02044444,B-Class A85 Uncle Johnny,Newquay (Cornwall) ILB B,50.4164772,-5.087292194,Newquay (Cornwall) ILB B,50.4164772,-5.087292194,,B-936,232042681,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,12/05/2022,-5.08729219399993,50.4164772
1236,OB02016070,D-Class ILB Enid Mary,Newquay (Cornwall) ILB D,50.4164772,-5.087292194,Newquay (Cornwall) ILB D,50.4164772,-5.087292194,,D-773,235103266,D-Class,IB1 variant,IB1,MK2IB1,02/10/2014,-5.08729219399993,50.4164772
1237,OB02041421,Rescue Water Craft Yamaha VX1050,Newquay Support Centre,50.404813,-5.061982,Newquay Support Centre,50.404813,-5.061982,,RWC-157,,RWC,Yamaha,Yamaha,VX1050,01/03/2022,-5.06198199999994,50.404813
1238,OB02041422,Rescue Water Craft Yamaha VX1050,Newquay Support Centre,50.404813,-5.061982,Newquay Support Centre,50.404813,-5.061982,,RWC-158,,RWC,Yamaha,Yamaha,VX1050,01/03/2022,-5.06198199999994,50.404813
1239,OB02041423,Rescue Water Craft Yamaha VX1050,Newquay Support Centre,50.404813,-5.061982,Newquay Support Centre,50.404813,-5.061982,,RWC-159,,RWC,Yamaha,Yamaha,VX1050,01/03/2022,-5.06198199999994,50.404813
1240,OB02041424,Rescue Water Craft Yamaha VX1050,Newquay Support Centre,50.404813,-5.061982,Newquay Support Centre,50.404813,-5.061982,,RWC-160,,RWC,Yamaha,Yamaha,VX1050,01/03/2022,-5.06198199999994,50.404813
1241,OB02041418,Rescue Water Craft Yamaha VX1050,Newquay Support Centre,50.404813,-5.061982,Newquay Support Centre,50.404813,-5.061982,,RWC-154,,RWC,Yamaha,Yamaha,VX1050,01/03/2022,-5.06198199999994,50.404813
1242,OB02041419,Rescue Water Craft Yamaha VX1050,Newquay Support Centre,50.404813,-5.061982,Newquay Support Centre,50.404813,-5.061982,,RWC-155,,RWC,Yamaha,Yamaha,VX1050,01/03/2022,-5.06198199999994,50.404813
1243,OB02015416,D-Class ILB Robleen,North Berwick ILB D,56.06032944,-2.717643976,NULL,NULL,NULL,,D-768,235103258,D-Class,IB1 variant,IB1,MK2IB1,15/05/2014,-2.71764397599998,56.06032944
1244,OB02035443,ON1357 Shannon ALB THE CAMPBELL-WATSON,Oban ALB,56.41102982,-5.479619026,Oban ALB,56.41102982,-5.479619026,ON1357,13-50,232027361,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,02/03/2020,-5.47961902599997,56.4110298200001
1245,OB02005791,Y-Class Avon / ILC MK1 3-5M,Padstow ALB,50.5490303,-5.0217309,NULL,NULL,NULL,,Y-212,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,26/03/2009,-5.02173089999997,50.5490303
1246,OB02003816,ON1283 Tamar ALB Spirit of Padstow,Padstow ALB,50.5490303,-5.0217309,Padstow ALB,50.5490303,-5.0217309,ON1283,16-04,235030388,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,31/08/2006,-5.02173089999997,50.5490303
1247,OB02005928,A-Class IRB No Name,Padstow Support Centre,50.535523,-4.953933,NULL,NULL,NULL,,A-63,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,10/05/2013,-4.95393299999995,50.5355230000001
1248,OB02012348,A-Class IRB No Name,Padstow Support Centre,50.535523,-4.953933,NULL,NULL,NULL,,A-83,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/03/2017,-4.95393299999995,50.5355230000001
1249,OB02005018,A-Class IRB Jimmi,Padstow Support Centre,50.535523,-4.953933,NULL,NULL,NULL,,A-51,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,02/05/2008,-4.95393299999995,50.5355230000001
1250,OB02005106,A-Class IRB No Name,Padstow Support Centre,50.535523,-4.953933,NULL,NULL,NULL,,A-57,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/05/2010,-4.95393299999995,50.5355230000001
1251,OB02033594,A-Class IRB No Name,Padstow Support Centre,50.535523,-4.953933,NULL,NULL,NULL,,A-85,,A-Class,Arancia United Kingdom built,AranciaUK,MK2Lifeguard,12/04/2019,-4.95393299999995,50.5355230000001
1252,OB02028522,ON1342 Shannon ALB FRANK AND BRENDA WINTER,Peel ALB,54.22709656,-4.698050022,Peel ALB,54.22709656,-4.698050022,ON1342,13-35,232009302,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/10/2019,-4.69805002199996,54.2270965600001
1253,OB02006406,B-Class A85 Maureen Lilian,Penarth ILB B,51.43255997,-3.169018984,Penarth ILB B,51.43255997,-3.169018984,,B-839,235100648,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,23/02/2010,-3.16901898399993,51.4325599700001
1254,OB02029619,D-Class ILB SPIRIT OF PENARTH II,Penarth ILB D,51.43255997,-3.169018984,Penarth ILB D,51.43255997,-3.169018984,,D-822,232012719,D-Class,IB1 variant,IB1,MK2IB1,10/05/2018,-3.16901898399993,51.4325599700001
1255,OB02002738,ON1265 Severn ALB Ivan Ellen,Penlee ALB,50.10393143,-5.548723221,Penlee ALB,50.10393143,-5.548723221,ON1265,17-36,235005122,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,31/03/2003,-5.54872322099993,50.10393143
1256,OB02004412,Y-Class Avon / ILC MK1 3-5M,Penlee ALB,50.10393143,-5.548723221,NULL,NULL,NULL,,Y-207,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/2007,-5.54872322099993,50.10393143
1257,OB02018846,B-Class A85 Mollie and Ivor Dent,Penlee ILB B,50.10393143,-5.548723221,Penlee ILB B,50.10393143,-5.548723221,,B-893,235118107,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/07/2016,-5.54872322099993,50.10393143
1258,OB02041492,A-Class IRB No Name,Perranporth Support Centre,50.342906,-5.147104,Kingsbridge Support Centre (Unit 1F),50.29743,-3.804692,,A-88,,A-Class,Arancia United Kingdom built,AranciaUK,MK2Lifeguard,30/09/2021,-5.14710399999996,50.342906
1259,OB02005994,A-Class IRB Malcolm Hawkesford II,Perranporth Support Centre,50.342906,-5.147104,NULL,NULL,NULL,,A-68,,A-Class,Arancia United Kingdom built,AranciaUK,MK2BB,15/07/2009,-5.14710399999996,50.342906
1260,OB02012346,A-Class IRB No Name,Perranporth Support Centre,50.342906,-5.147104,NULL,NULL,NULL,,A-81,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/04/2016,-5.14710399999996,50.342906
1261,OB02012347,A-Class IRB No Name,Perranporth Support Centre,50.342906,-5.147104,NULL,NULL,NULL,,A-82,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/04/2016,-5.14710399999996,50.342906
1262,OB02005930,A-Class IRB No Name,Perranporth Support Centre,50.342906,-5.147104,NULL,NULL,NULL,,A-65,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/02/2009,-5.14710399999996,50.342906
1263,OB02004096,A-Class IRB Renee and Stuart Blackburn,Perranporth Support Centre,50.342906,-5.147104,NULL,NULL,NULL,,A-40,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,16/05/2006,-5.14710399999996,50.342906
1264,OB02004860,A-Class IRB Smithy,Perranporth Support Centre,50.342906,-5.147104,NULL,NULL,NULL,,A-45,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,24/04/2008,-5.14710399999996,50.342906
1265,OB02033180,Rescue Water Craft Yamaha VX1050,Perranporth Support Centre,50.342906,-5.147104,NULL,NULL,NULL,,RWC-138,,RWC,Yamaha,Yamaha,VX1050,22/01/2019,-5.14710399999996,50.342906
1266,OB02033181,Rescue Water Craft Yamaha VX1050,Perranporth Support Centre,50.342906,-5.147104,NULL,NULL,NULL,,RWC-139,,RWC,Yamaha,Yamaha,VX1050,22/01/2019,-5.14710399999996,50.342906
1267,OB02006508,Y-Class Avon / ILC MK1 3-5M,Peterhead ALB,57.50308228,-1.77463305,NULL,NULL,NULL,,Y-231,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/2010,-1.77463304999998,57.5030822800001
1268,OB02003815,ON1282 Tamar ALB The Misses Robertson of Kintail,Peterhead ALB,57.50308228,-1.77463305,Peterhead ALB,57.50308228,-1.77463305,ON1282,16-03,235030389,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,07/04/2006,-1.77463304999998,57.5030822800001
1269,OB02002737,ON1264 Severn ALB Sybil Mullen Glover,Plymouth ALB,50.36304092,-4.150382042,Plymouth ALB,50.36304092,-4.150382042,ON1264,17-35,235005121,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,28/02/2003,-4.15038204199993,50.3630409200001
1270,OB02002108,Y-Class Avon / ILC MK1 3-5M,Plymouth ALB,50.36304092,-4.150382042,NULL,NULL,NULL,,Y-181,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1999,-4.15038204199993,50.3630409200001
1271,OB02029917,B-Class A85 Annabel E Jones,Plymouth ILB B,50.36304092,-4.150382042,Plymouth ILB B,50.36304092,-4.150382042,,B-908,232014520,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,25/06/2018,-4.15038204199993,50.3630409200001
1272,OB02003176,A-Class FRT CSMA/Frizzell 2005,Poole Flood Rescue Station,50.717386,-1.986511,NULL,NULL,NULL,,A-03-FR,,A-Class,Arancia New Zealand built,AranciaNZ,MK1FRT,01/06/2001,-1.98651099999995,50.717386
