OBJECTID,Equipment_ID,Equipment_Name,Current_Location,Current_Lat,Current_Long,Allocated_Location,Allocated_Lat,Allocated_Long,ON_Number,Lifeboat_Number,MMSI,Class,Launch_Method,Product_ID,Model_ID,On_Service_Date,x,y
951,OB02029926,B-Class A85 Doris Day and Brian,Burnham-on-Sea ILB B,51.23371887,-2.997200012,Burnham-on-Sea ILB B,51.23371887,-2.997200012,,B-914,232016615,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,01/02/2019,-2.99720001199995,51.2337188700001
952,OB02023533,D-Class ILB Burnham Reach,Burnham-on-Sea ILB D,51.23371887,-2.997200012,Burnham-on-Sea Lifeboat Station,51.23371887,-2.997200012,,D-801,235114949,D-Class,IB1 variant,IB1,MK2IB1,05/10/2016,-2.99720001199995,51.2337188700001
953,OB02033807,B-Class A85 The Misses Barrie,Burry Port ILB B,51.67973328,-4.248477936,Burry Port ILB B,51.67973328,-4.248477936,,B-915,232021859,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,03/06/2019,-4.24847793599997,51.6797332800001
954,OB02046375,D-Class ILB Williams and Cole,Burry Port ILB D,51.67973328,-4.248477936,Burry Port ILB D,51.67973328,-4.248477936,,D-882,232046431,D-Class,IB1 variant,IB1,MK2IB1,05/01/2023,-4.24847793599997,51.6797332800001
955,OB02009291,B-Class A85 Max Walls,Calshot ILB B,50.82024765,-1.308339953,Calshot ILB B,50.82024765,-1.308339953,,B-860,235091473,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,30/04/2012,-1.30833995299997,50.8202476500001
956,OB02046373,D-Class ILB David Radcliffe,Calshot ILB D,50.82024765,-1.308339953,Calshot ILB D,50.82024765,-1.308339953,,D-880,232046188,D-Class,IB1 variant,IB1,MK2IB1,05/01/2023,-1.30833995299997,50.8202476500001
957,OB02002115,ON1241 Severn ALB Ernest and Mary Shaw,Campbeltown ALB,55.4251709,-5.601963043,Campbeltown ALB,55.4251709,-5.601963043,ON1241,17-19,232003139,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,30/06/1998,-5.60196304299996,55.4251709000001
958,OB02002971,ON1269 Severn ALB Daniel L Gibson,Campbeltown ALB,55.4251709,-5.601963043,NULL,NULL,NULL,ON1269,17-38,235007799,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,13/07/2003,-5.60196304299996,55.4251709000001
959,OB02003576,Y-Class Avon / ILC MK1 3-5M,Campbeltown ALB,55.4251709,-5.601963043,NULL,NULL,NULL,,Y-198,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,12/03/2013,-5.60196304299996,55.4251709000001
960,OB02003377,Y-Class Avon / ILC MK1 3-5M,Campbeltown ALB,55.4251709,-5.601963043,NULL,NULL,NULL,,Y-195,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,-5.60196304299996,55.4251709000001
961,OB02043940,D-Class ILB Leonard Mills,Campbeltown ILB D,55.4251709,-5.601963043,Campbeltown ILB D,55.4251709,-5.601963043,,D-870,232040668,D-Class,IB1 variant,IB1,MK2IB1,16/02/2022,-5.60196304299996,55.4251709000001
962,OB02012702,B-Class A85 Albatross,Cardigan ILB B,52.10474014,-4.699532986,Cardigan ILB B,52.10474014,-4.699532986,,B-871,235100649,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/08/2013,-4.69953298599995,52.10474014
963,OB02034060,D-Class ILB JOHN DARBYSHIRE,Cardigan ILB D,52.10474014,-4.699532986,Cardigan ILB D,52.10474014,-4.699532986,,D-845,232019636,D-Class,IB1 variant,IB1,MK2IB1,06/12/2019,-4.69953298599995,52.10474014
964,OB02002969,ON1267 Trent ALB Saxon,Carrick Marine Projects,54.710698,-5.808222,Donaghadee ALB,54.64343262,-5.531983852,ON1267,14-36,235007808,Trent,Afloat Boat,AfloatBoat,MK2Trent,30/04/2003,-5.80822199999994,54.710698
965,OB02003237,XP-Class Avon MK1 Rollaway 2-81,Carrick Marine Projects,54.710698,-5.808222,NULL,NULL,NULL,,XP-40,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/10/2002,-5.80822199999994,54.710698
966,OB02027869,"B-Class A85 Douglas, Euan & Kay Richards",Carrybridge ILB B,54.287517,-7.548423,Carrybridge ILB B,54.287517,-7.548423,,B-904,232010168,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,29/06/2017,-7.54842299999996,54.287517
967,OB02003221,ON1277 Severn ALB Annette Hutton,Castletownbere ALB,51.64899063,-9.901938438,Castletownbere ALB,51.64899063,-9.901938438,ON1277,17-44,235010876,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,31/08/2004,-9.90193843799995,51.6489906300001
968,OB02003254,Y-Class Avon / ILC MK1 3-5M,Castletownbere ALB,51.64899063,-9.901938438,NULL,NULL,NULL,,Y-191,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,-9.90193843799995,51.6489906300001
969,OB02006055,A-Class IRB No Name,Catfield Support Centre,52.742765,1.536355,NULL,NULL,NULL,,A-70,,A-Class,Arancia United Kingdom built,AranciaUK,MK2Lifeguard,01/08/2009,1.53635500000007,52.7427650000001
970,OB02005105,A-Class IRB No Name,Catfield Support Centre,52.742765,1.536355,NULL,NULL,NULL,,A-56,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,21/05/2009,1.53635500000007,52.7427650000001
971,OB02004863,A-Class IRB Margaret and Bruce,Chichester Support Centre,50.82121,-0.796867,NULL,NULL,NULL,,A-48,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,11/02/2008,-0.796866999999963,50.8212100000001
972,OB02041491,A-Class IRB No Name,Chichester Support Centre,50.82121,-0.796867,Chichester Support Centre,50.82121,-0.796867,,A-87,,A-Class,Arancia United Kingdom built,AranciaUK,MK2Lifeguard,30/09/2021,-0.796866999999963,50.8212100000001
973,OB02005995,A-Class PUB Signature Publishing Ltd,Chichester Support Centre,50.82121,-0.796867,NULL,NULL,NULL,,A-69,,A-Class,Arancia United Kingdom built,AranciaUK,MK2Publicity,01/09/2009,-0.796866999999963,50.8212100000001
974,OB02005925,A-Class IRB No Name,Chichester Support Centre,50.82121,-0.796867,NULL,NULL,NULL,,A-60,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,20/05/2009,-0.796866999999963,50.8212100000001
975,OB02007638,A-Class IRB No Name,Chichester Support Centre,50.82121,-0.796867,NULL,NULL,NULL,,A-74,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/04/2011,-0.796866999999963,50.8212100000001
976,OB02007639,A-Class IRB No Name,Chichester Support Centre,50.82121,-0.796867,NULL,NULL,NULL,,A-75,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/04/2011,-0.796866999999963,50.8212100000001
977,OB02004098,A-Class IRB Renata,Chichester Support Centre,50.82121,-0.796867,NULL,NULL,NULL,,A-42,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,16/05/2006,-0.796866999999963,50.8212100000001
978,OB02004094,A-Class IRB Anne and Tony Falconer,Chichester Support Centre,50.82121,-0.796867,NULL,NULL,NULL,,A-38,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,16/05/2006,-0.796866999999963,50.8212100000001
979,OB02009617,E-Class ILB Brawn Challenge,Chiswick ILB E (Operational),51.48213577,-0.251578003,Tower ILB E (Operational),51.5099678,-0.117367998,,E-09,235080607,E-Class,Marine specialised technology 1050 base boat,MST1050base,MK2E-Class,01/04/2012,-0.251578002999963,51.4821357700001
980,OB02007777,E-Class ILB Dougie and Donna B,Chiswick Lifeboat Station,51.48213577,-0.251578003,Chiswick ILB E (Operational),51.48213577,-0.251578003,,E-08,235080606,E-Class,Marine specialised technology 1050 base boat,MST1050base,MK2E-Class,01/04/2012,-0.251578002999963,51.4821357700001
981,OB02010339,B-Class A85 David Porter MPS,Clacton-on-Sea ILB B,51.78152847,1.141268969,Clacton-on-Sea ILB B,51.78152847,1.141268969,,B-863,235092957,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,06/08/2012,1.14126896900007,51.7815284700001
982,OB02035379,D-Class ILB DAMAR'S PRIDE,Clacton-on-Sea ILB D,51.78152847,1.141268969,Clacton-on-Sea ILB D,51.78152847,1.141268969,,D-849,232026420,D-Class,IB1 variant,IB1,MK2IB1,23/09/2020,1.14126896900007,51.7815284700001
983,OB02010346,D-Class ILB James Burgess II,Cleethorpes ILB D,53.55696869,-0.023296,Cleethorpes ILB D,53.55696869,-0.023296,,D-757,235096972,D-Class,IB1 variant,IB1,MK2IB1,03/12/2012,-0.0232959999999593,53.5569686900001
984,OB02028250,Boat Sillinger 525,Clifden ALB,53.486161,-10.050669,NULL,NULL,NULL,,BB-068,,Boat,Sillinger,Sillinger,Sillinger525,01/10/2018,-10.050669,53.486161
985,OB02034316,ON1350 Shannon ALB ST CHRISTOPHER,Clifden ALB,53.486161,-10.050669,Clifden ALB,53.486161,-10.050669,ON1350,13-43,232026003,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,03/09/2019,-10.050669,53.486161
986,OB02012494,B-Class A85 Joyce King,Clifden ILB B,53.486161,-10.050669,Clifden ILB B,53.486161,-10.050669,,B-869,235098756,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/05/2013,-10.050669,53.486161
987,OB02028518,ON1338 Shannon ALB MICHAEL O'BRIEN,Clogherhead ALB,53.78845215,-6.235334873,Clogherhead ALB,53.78845215,-6.235334873,ON1338,13-31,232009190,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/02/2019,-6.23533487299994,53.7884521500001
988,OB02016844,B-Class A85 Roy Snewin,Clovelly ILB B,50.99832535,-4.397568226,NULL,NULL,NULL,,B-883,235109763,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/1900,-4.39756822599998,50.9983253500001
989,OB02013977,D-Class ILB The May-Bob,Conwy ILB D,53.28094101,-3.826385975,Conwy ILB D,53.28094101,-3.826385975,,D-765,235102818,D-Class,IB1 variant,IB1,MK2IB1,06/02/2014,-3.82638597499994,53.28094101
990,OB02035438,ON1352 Shannon ALB VAL ADNAMS,Courtmacsherry Harbour ALB,51.63493729,-8.709291458,Courtmacsherry Harbour ALB,51.63493729,-8.709291458,ON1352,13-45,232027355,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,02/03/2020,-8.70929145799994,51.63493729
991,OB02003927,D-Class BB Angel of Holyhead,Courtmacsherry Harbour ALB,51.63493729,-8.709291458,Courtmacsherry Harbour ALB,51.63493729,-8.709291458,,BB-654,235096928,D-Class,IB1 variant,IB1,MK2BBIB1,01/10/2005,-8.70929145799994,51.63493729
992,OB02004797,Boat Malahide Glass Reinforced Plastic Clinker 19ft,Courtmacsherry Harbour ALB,51.63493729,-8.709291458,NULL,NULL,NULL,,BB-904,,Boat,Malahide,Malahide,GRPClinker19ft,01/09/2007,-8.70929145799994,51.63493729
993,OB02035056,D-Class ILB FRANK,Courtown ILB D,52.64348984,-6.225825787,Courtown ILB D,52.64348984,-6.225825787,,D-846,232019637,D-Class,IB1 variant,IB1,MK2IB1,01/02/2020,-6.22582578699996,52.64348984
994,OB02009290,B-Class A85 Sheena Louise,Cowes ILB B,50.76473236,-1.298285961,Cowes ILB B,50.76473236,-1.298285961,,B-859,235091472,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,08/06/2012,-1.29828596099998,50.76473236
995,OB02033712,D-Class ILB SKPR JAMES BALLARD RNVR DSC,Craster ILB D,55.47262192,-1.594159961,Craster ILB D,55.47262192,-1.594159961,,D-839,232019619,D-Class,IB1 variant,IB1,MK2IB1,14/05/2019,-1.59415996099995,55.4726219200001
996,OB02046369,B-Class A85 Frank Townley,Criccieth ILB B,52.91806412,-4.230478764,Criccieth ILB B,52.91806412,-4.230478764,,B-938,232046507,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,05/01/2023,-4.23047876399994,52.9180641200001
997,OB02007719,A-Class IRB Margaret and Nantw,Criccieth Lifeboat Station,52.91806412,-4.230478764,Criccieth ILB A,52.91806412,-4.230478764,,A-76,,A-Class,Arancia United Kingdom built,AranciaUK,MK2Lifeboat,01/01/1900,-4.23047876399994,52.9180641200001
998,OB02004337,ON1287 Tamar ALB Lester,Cromer ALB,52.93429947,1.301633,Cromer ALB,52.93429947,1.301633,ON1287,16-07,235030385,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,20/06/2007,1.30163300000004,52.93429947
999,OB02006511,Y-Class Avon / ILC MK1 3-5M,Cromer ALB,52.93429947,1.301633,NULL,NULL,NULL,,Y-234,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,12/08/2011,1.30163300000004,52.93429947
1000,OB02043938,D-Class ILB Mr Eric Sharpe,Cromer ILB D,52.93429947,1.301633,Cromer ILB D,52.93429947,1.301633,,D-868,232040666,D-Class,IB1 variant,IB1,MK2IB1,16/02/2022,1.30163300000004,52.93429947
1001,OB02018845,B-Class A85 John and Janet,Crosshaven ILB B,51.80447388,-8.297961235,Crosshaven ILB B,51.80447388,-8.297961235,,B-892,235116558,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2016,-8.29796123499995,51.80447388
1002,OB02044437,B-Class A85 DADDY'S GIRL,Cullercoats ILB B,55.0355072,-1.43205297,NULL,NULL,NULL,,B-935,232042680,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,12/05/2022,-1.43205296999997,55.0355072
1003,OB02044381,B-Class A85 FRANK C SAMWORTH,Dart ILB B,50.35474396,-3.578016043,Dart ILB B,50.35474396,-3.578016043,,B-931,232042647,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,29/04/2022,-3.57801604299993,50.3547439600001
1004,OB02033711,D-Class ILB DUDLEY JANE,Dart ILB D,50.35474396,-3.578016043,Dart ILB D,50.35474396,-3.578016043,,D-838,232019618,D-Class,IB1 variant,IB1,MK2IB1,14/05/2019,-3.57801604299993,50.3547439600001
1005,OB02029876,Rescue Water Craft Yamaha VX1050,Dawlish Support Centre,50.597119,-3.459267,NULL,NULL,NULL,,RWC-135,,RWC,Yamaha,Yamaha,VX1050,13/06/2018,-3.45926699999995,50.5971190000001
1006,OB02029877,Rescue Water Craft Yamaha VX1050,Dawlish Support Centre,50.597119,-3.459267,NULL,NULL,NULL,,RWC-136,,RWC,Yamaha,Yamaha,VX1050,13/06/2018,-3.45926699999995,50.5971190000001
1007,OB02002225,D-Class FRT Ride of West Kingsdown,Day Tank Fuel Store,50.751297,-1.289998,NULL,NULL,NULL,,RR-13,,D-Class,EA16 variant,EA16,MK1FRTEA16,01/05/1991,-1.28999799999997,50.7512970000001
1008,OB02002181,ON1209 Trent ALB Barclaycard Crusader,Diverse Marine Ltd,50.755481,-1.294286,NULL,NULL,NULL,ON1209,14-11,232002350,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1995,-1.29428599999994,50.755481
1009,OB02003044,Y-Class Avon / ILC MK1 3-5M,Diverse Marine Ltd,50.755481,-1.294286,NULL,NULL,NULL,,Y-189,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,-1.29428599999994,50.755481
1010,OB02002992,XP-Class Avon MK1 Rollaway 2-81,Diverse Marine Ltd,50.755481,-1.294286,NULL,NULL,NULL,,XP-11,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/09/2001,-1.29428599999994,50.755481
1011,OB02002185,ON1203 Severn ALB Spirit of Guernsey,Diverse Marine Ltd,50.755481,-1.294286,St Peter Port ALB,49.45796585,-2.529861927,ON1203,17-04,232001940,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1995,-1.29428599999994,50.755481
1012,OB02003033,XP-Class Avon MK1 Rollaway 2-81,Donaghadee ALB,54.64343262,-5.531983852,NULL,NULL,NULL,,XP-17,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/12/2001,-5.53198385199994,54.6434326200001
1013,OB02002086,ON1225 Trent ALB Macquarie,Donaghadee ALB,54.64343262,-5.531983852,NULL,NULL,NULL,ON1225,14-21,232002582,Trent,Afloat Boat,AfloatBoat,MK2Trent,01/06/1997,-5.53198385199994,54.6434326200001
1014,OB02004407,D-Class BB OEM Stone III,Donaghadee Lifeboat Station,54.64343262,-5.531983852,Donaghadee Lifeboat Station,54.64343262,-5.531983852,,BB-674,,D-Class,IB1 variant,IB1,MK2BBIB1,15/05/2007,-5.53198385199994,54.6434326200001
1015,OB02002174,ON1181 Mersey ALB Ruby Clery,Douglas ALB,54.14487076,-4.469746113,Douglas ALB,54.14487076,-4.469746113,ON1181,12-22,232002727,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,01/01/1992,-4.46974611299993,54.1448707600001
1016,OB02004325,X-Class Avon MK1 Redcrest 9ft,Douglas ALB,54.14487076,-4.469746113,NULL,NULL,NULL,,X-145,,X-Class,Avon,Avon,MK1Redcrest9FT,01/01/1900,-4.46974611299993,54.1448707600001
1017,OB02003928,Y-Class Avon / ILC MK1 3-5M,Dover ALB,51.11825562,1.310683012,NULL,NULL,NULL,,Y-205,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,1.31068301200003,51.1182556200001
1018,OB02002155,ON1220 Severn ALB City of London II,Dover ALB,51.11825562,1.310683012,Dover ALB,51.11825562,1.310683012,ON1220,17-09,232002480,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1997,1.31068301200003,51.1182556200001
1019,OB02003032,XP-Class Avon MK1 Rollaway 2-81,Dun Laoghaire ALB,53.29369736,-6.131042004,NULL,NULL,NULL,,XP-16,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/12/2001,-6.13104200399994,53.2936973600001
1020,OB02004796,Boat Malahide Glass Reinforced Plastic Clinker 19ft,Dun Laoghaire ALB,53.29369736,-6.131042004,Dun Laoghaire Lifeboat Station,53.29369736,-6.131042004,,BB-903,,Boat,Malahide,Malahide,GRPClinker19ft,01/05/2007,-6.13104200399994,53.2936973600001
1021,OB02002137,ON1200 Trent ALB Anna Livia,Dun Laoghaire ALB,53.29369736,-6.131042004,Dun Laoghaire ALB,53.29369736,-6.131042004,ON1200,14-05,232001880,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1995,-6.13104200399994,53.2936973600001
1022,OB02040738,D-Class ILB Joval,Dun Laoghaire ILB D,53.29369736,-6.131042004,Dun Laoghaire ILB D,53.29369736,-6.131042004,,D-865,232032299,D-Class,IB1 variant,IB1,MK2IB1,24/06/2021,-6.13104200399994,53.2936973600001
1023,OB02002968,ON1266 Trent ALB John Neville Taylor,Dunbar ALB,55.972409,-2.408035,Dunbar ALB,55.972409,-2.408035,ON1266,14-35,235005114,Trent,Afloat Boat,AfloatBoat,MK2Trent,19/11/2002,-2.40803499999993,55.972409
1024,OB02004809,D-Class BB Enfys,Dunbar ALB Shore Facility (Torness) (Temp),56.00503922,-2.514944077,Moelfre ILB D,53.35466385,-4.231956959,,BB-689,235102931,D-Class,IB1 variant,IB1,MK2BBIB1,02/01/2008,-2.51494407699994,56.0050392200001
1025,OB02034059,D-Class ILB DAVID LAUDER,Dunbar ILB D,56.00503922,-2.514944077,Dunbar ILB D,56.00503922,-2.514944077,,D-844,232019636,D-Class,IB1 variant,IB1,MK2IB1,11/12/2019,-2.51494407699994,56.0050392200001
1026,OB02000832,ON1319 Shannon ALB Cosandra,Dungeness ALB,50.92647934,0.976473987,NULL,NULL,NULL,ON1319,13-12,235106581,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,03/03/2016,0.97647398700002,50.9264793400001
1027,OB02034185,ON1348 Shannon ALB WILLIAM AND AGNES WRAY,Dunmore East ALB,52.14705658,-6.992529869,Dunmore East ALB,52.14705658,-6.992529869,ON1348,13-41,232025976,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,31/07/2019,-6.99252986899995,52.14705658
1028,OB02033709,D-Class ILB MARJORIE BONEHAM,Dunmore East Lifeboat Station,52.14705658,-6.992529869,NULL,NULL,NULL,,D-836,232019616,D-Class,IB1 variant,IB1,MK2IB1,01/06/2019,-6.99252986899995,52.14705658
1029,OB02004310,XP-Class Avon MK1 Rollaway 2-81,Dunmore East Lifeboat Station,52.14705658,-6.992529869,NULL,NULL,NULL,,XP-46,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/01/1900,-6.99252986899995,52.14705658
1030,OB02003138,XP-Class Avon MK1 Rollaway 2-81,Eastbourne ALB,50.79111862,0.328049004,NULL,NULL,NULL,,XP-28,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/07/2002,0.328049004000036,50.7911186200001
1031,OB02002065,ON1197 Trent ALB Esme Anderson,Eastbourne ALB,50.79111862,0.328049004,Eastbourne ALB,50.79111862,0.328049004,ON1197,14-02,232001840,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1994,0.328049004000036,50.7911186200001
1032,OB02046591,D-Class ILB David H,Eastbourne ILB D,50.777389,0.306324,Eastbourne ILB D,50.777389,0.306324,,D-876,232046182,D-Class,IB1 variant,IB1,MK2IB1,14/03/2023,0.306324000000075,50.777389
1033,OB02029925,B-Class A85 John and Jean Lewis,Enniskillen ILB B,54.4228,-7.68,Enniskillen ILB B,54.4228,-7.68,,B-912,232016613,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,25/06/2018,-7.67999999999995,54.4228000000001
1034,OB02026396,ON1310 Shannon ALB R & J Welburn,Exmouth ALB,50.61104584,-3.398976088,Exmouth ALB,50.61104584,-3.398976088,ON1310,13-03,235101096,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/04/2014,-3.39897608799993,50.61104584
1035,OB02004939,D-Class BB Stranraer Saviour (Civil Service No.49),Exmouth ALB,50.61104584,-3.398976088,Weymouth ILB B,50.60724258,-2.450158119,,BB-697,235096945,D-Class,IB1 variant,IB1,MK2BBIB1,05/06/2008,-3.39897608799993,50.61104584
1036,OB02024938,D-Class ILB George Bearman II,Exmouth ILB D,50.61104584,-3.398976088,Exmouth ILB D,50.61104584,-3.398976088,,D-805,235114955,D-Class,IB1 variant,IB1,MK2IB1,19/01/2017,-3.39897608799993,50.61104584
1037,OB02028516,ON1336 Shannon ALB HELEN HASTINGS,Eyemouth ALB,55.87217712,-2.086114883,Eyemouth ALB,55.87217712,-2.086114883,ON1336,13-29,232009187,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,01/12/2018,-2.08611488299994,55.8721771200001
1038,OB02046592,D-Class ILB Sheila,Eyemouth ILB D,55.87217712,-2.086114883,Eyemouth ILB D,55.87217712,-2.086114883,,D-877,232046185,D-Class,IB1 variant,IB1,MK2IB1,14/03/2023,-2.08611488299994,55.8721771200001
1039,OB02002756,ON1256 Severn ALB Richard Cox Scott,Falmouth ALB,50.15130615,-5.059113979,Falmouth ALB,50.15130615,-5.059113979,ON1256,17-29,232004408,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,30/06/2001,-5.05911397899996,50.15130615
1040,OB02005326,Y-Class Avon / ILC MK1 3-5M,Falmouth ALB,50.15130615,-5.059113979,NULL,NULL,NULL,,Y-211,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,28/12/2008,-5.05911397899996,50.15130615
1041,OB02006051,Y-Class Avon / ILC MK1 3-5M,Falmouth Boat Co,50.166903,-5.074795,NULL,NULL,NULL,,Y-214,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/06/2009,-5.07479499999994,50.166903
1042,OB02004852,ON1293 Tamar ALB Victor Freeman,Falmouth Boat Co,50.166903,-5.074795,NULL,NULL,NULL,ON1293,16-13,235050627,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,08/07/2009,-5.07479499999994,50.166903
1043,OB02034034,B-Class A85 Robina Nixon Chard,Falmouth ILB B,50.15130615,-5.059113979,Falmouth ILB B,50.15130615,-5.059113979,,B-916,232022647,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,10/07/2019,-5.05911397899996,50.15130615
1044,OB02002983,XP-Class Avon MK1 Rollaway 2-81,Fenit ALB,52.27170181,-9.863007545,NULL,NULL,NULL,,XP-14,,XP-Class,Avon,Avon,MK1Rollaway2-81,28/01/2009,-9.86300754499996,52.2717018100001
1045,OB02002214,ON1239 Trent ALB Robert Hywel Jones Williams,Fenit ALB,52.27170181,-9.863007545,Fenit ALB,52.27170181,-9.863007545,ON1239,14-27,232003137,Trent,Afloat Boat,AfloatBoat,MK2Trent,30/06/1998,-9.86300754499996,52.2717018100001
1046,OB02038774,D-Class ILB LIZZIE,Fenit ILB D,52.27170181,-9.863007545,Fenit ILB D,52.27170181,-9.863007545,,D-860,232032279,D-Class,IB1 variant,IB1,MK2IB1,08/02/2021,-9.86300754499996,52.2717018100001
1047,OB02028111,D-Class ILB Naomh Dubhan,Fethard ILB D,52.18775558,-6.838198185,Fethard ILB D,52.18775558,-6.838198185,,D-819,232006898,D-Class,IB1 variant,IB1,MK2IB1,17/08/2017,-6.83819818499995,52.18775558
1048,OB02040734,B-Class A85 Marjorie Shepherd,Filey ILB B,54.2113266,-0.283385992,Filey ILB B,54.21132,-0.28337,,B-928,232037054,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,24/06/2021,-0.283385991999978,54.2113266000001
1049,OB02040737,D-Class ILB The Rotarian,Filey ILB D,54.2113266,-0.283385992,Filey ILB D,54.2113266,-0.283385992,,D-859,232026437,D-Class,IB1 variant,IB1,MK2IB1,24/06/2021,-0.283385991999978,54.2113266000001
1050,OB02003108,XP-Class Avon MK1 Rollaway 2-81,Fishguard ALB,52.01329803,-4.984101772,NULL,NULL,NULL,,XP-24,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/04/2002,-4.98410177199997,52.01329803
1051,OB02005122,D-Class BB ILB Cairde An Chuain,Fishguard ALB,52.01329803,-4.984101772,Fishguard ILB D,52.01329803,-4.984101772,,BB-711,235096955,D-Class,IB1 variant,IB1,MK2BBIB1,23/08/2009,-4.98410177199997,52.01329803
1052,OB02002156,ON1198 Trent ALB Blue Peter VII,Fishguard ALB,52.01329803,-4.984101772,Fishguard ALB,52.01329803,-4.984101772,ON1198,14-03,232001860,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1994,-4.98410177199997,52.01329803
1053,OB02016861,D-Class ILB Edward Arthur Richardson,Fishguard ILB D,52.01329803,-4.984101772,Fishguard ILB D,52.01329803,-4.984101772,,D-789,235108995,D-Class,IB1 variant,IB1,MK2IB1,01/01/1900,-4.98410177199997,52.01329803
1054,OB02004613,B-Class A85 Elizabeth Jane Palmer,Flamborough ILB B,54.1047287,-0.118977003,Flamborough ILB B,54.1047287,-0.118977003,,B-820,235095911,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,09/08/2007,-0.118977002999941,54.1047287000001
1055,OB02000833,ON1321 Shannon ALB Kenneth James Pierpoint,Fleetwood ALB,53.92775726,-3.006531,Fleetwood ALB,53.92775726,-3.006531,ON1321,13-14,235109051,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,05/05/2016,-3.00653099999994,53.9277572600001
1056,OB02005116,D-Class BB Northern Light,Fleetwood ALB,53.92775726,-3.006531,NULL,NULL,NULL,,BB-705,235096951,D-Class,IB1 variant,IB1,MK2BBIB1,26/05/2016,-3.00653099999994,53.9277572600001
1057,OB02035383,D-Class ILB HARBET,Fleetwood ILB D,53.92775726,-3.006531,Fleetwood ILB D,53.92775726,-3.006531,,D-853,232026425,D-Class,IB1 variant,IB1,MK2IB1,18/02/2020,-3.00653099999994,53.9277572600001
1058,OB02027346,ON1333 Shannon ALB JOHN METTERS,Fleetwood Marina,53.915287,-3.012939,NULL,NULL,NULL,ON1333,13-26,235113734,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,26/04/2018,-3.01293899999996,53.915287
